MMSI,BaseDateTime,LAT,LON,SOG,COG,Heading,VesselName,IMO,CallSign,VesselType
367490050,2020-01-01T01:23:18,29.73035,-93.87082,0.0,237.6,511.0,VB-10;000,,WDF7972,90.0
367490050,2020-01-01T01:24:19,29.73034,-93.8708,0.0,236.2,511.0,VB-10;000,,WDF7972,90.0
367490050,2020-01-01T01:25:20,29.73033,-93.87085,0.0,235.4,511.0,VB-10;000,,WDF7972,90.0
367490050,2020-01-01T01:26:29,29.73033,-93.87085,0.0,237.7,511.0,VB-10;000,,WDF7972,90.0
367490050,2020-01-01T01:27:38,29.73033,-93.87082,0.0,238.4,511.0,VB-10;000,,WDF7972,90.0
367490050,2020-01-01T01:28:39,29.73028,-93.87086,0.0,237.5,511.0,VB-10;000,,WDF7972,90.0
367490050,2020-01-01T01:29:48,29.73032,-93.87083,0.0,247.8,511.0,VB-10;000,,WDF7972,90.0
367490050,2020-01-01T01:31:18,29.73028,-93.87082,0.0,248.7,511.0,VB-10;000,,WDF7972,90.0
367490050,2020-01-01T01:32:48,29.73029,-93.87084,0.0,246.8,511.0,VB-10;000,,WDF7972,90.0
367490050,2020-01-01T01:34:49,29.7303,-93.87083,0.0,252.3,511.0,VB-10;000,,WDF7972,90.0
367490050,2020-01-01T01:35:59,29.73031,-93.87085,0.0,253.0,511.0,VB-10;000,,WDF7972,90.0
367490050,2020-01-01T01:37:38,29.73009,-93.87102,0.0,260.7,511.0,VB-10;000,,WDF7972,90.0
367490050,2020-01-01T01:39:59,29.73023,-93.87084,0.0,267.1,511.0,VB-10;000,,WDF7972,90.0
367490050,2020-01-01T01:42:09,29.73028,-93.87076,0.0,254.3,511.0,VB-10;000,,WDF7972,90.0
367490050,2020-01-01T01:44:09,29.73039,-93.87079,0.0,251.0,511.0,VB-10;000,,WDF7972,90.0
367490050,2020-01-01T01:45:39,29.73032,-93.87077,0.0,254.4,511.0,VB-10;000,,WDF7972,90.0
367490050,2020-01-01T01:47:58,29.73034,-93.87085,0.0,255.5,511.0,VB-10;000,,WDF7972,90.0
367490050,2020-01-01T01:50:38,29.73032,-93.87083,0.0,246.3,511.0,VB-10;000,,WDF7972,90.0
367490050,2020-01-01T01:51:48,29.73038,-93.87082,0.0,247.2,511.0,VB-10;000,,WDF7972,90.0
367490050,2020-01-01T01:55:18,29.73027,-93.8709,0.0,244.7,511.0,VB-10;000,,WDF7972,90.0
367490050,2020-01-01T01:59:18,29.73031,-93.87082,0.0,239.1,511.0,VB-10;000,,WDF7972,90.0
367490050,2020-01-01T02:00:09,29.73029,-93.87085,0.0,242.7,511.0,VB-10;000,,WDF7972,90.0
367490050,2020-01-01T02:01:18,29.7303,-93.87082,0.0,239.4,511.0,VB-10;000,,WDF7972,90.0
367490050,2020-01-01T02:02:28,29.73027,-93.87081,0.0,243.0,511.0,VB-10;000,,WDF7972,90.0
367490050,2020-01-01T02:03:39,29.73031,-93.87085,0.0,242.0,511.0,VB-10;000,,WDF7972,90.0
367490050,2020-01-01T02:04:49,29.73032,-93.87081,0.0,243.1,511.0,VB-10;000,,WDF7972,90.0
367490050,2020-01-01T02:05:58,29.73025,-93.87081,0.0,244.0,511.0,VB-10;000,,WDF7972,90.0
367490050,2020-01-01T02:07:09,29.73029,-93.87079,0.0,245.2,511.0,VB-10;000,,WDF7972,90.0
367490050,2020-01-01T02:08:19,29.73031,-93.87085,0.0,243.0,511.0,VB-10;000,,WDF7972,90.0
367490050,2020-01-01T02:09:28,29.73032,-93.87083,0.0,241.0,511.0,VB-10;000,,WDF7972,90.0
367490050,2020-01-01T02:11:09,29.73031,-93.87083,0.0,238.9,511.0,VB-10;000,,WDF7972,90.0
367490050,2020-01-01T02:12:19,29.7303,-93.87078,0.0,235.9,511.0,VB-10;000,,WDF7972,90.0
367490050,2020-01-01T02:13:28,29.73033,-93.87082,0.0,236.2,511.0,VB-10;000,,WDF7972,90.0
367490050,2020-01-01T02:14:39,29.73033,-93.87081,0.0,239.1,511.0,VB-10;000,,WDF7972,90.0
367490050,2020-01-01T02:15:59,29.73029,-93.87082,0.0,235.7,511.0,VB-10;000,,WDF7972,90.0
367490050,2020-01-01T02:17:39,29.73027,-93.87081,0.0,239.0,511.0,VB-10;000,,WDF7972,90.0
367490050,2020-01-01T02:19:09,29.73029,-93.87084,0.0,238.2,511.0,VB-10;000,,WDF7972,90.0
367490050,2020-01-01T02:20:18,29.73031,-93.87083,0.0,238.8,511.0,VB-10;000,,WDF7972,90.0
367490050,2020-01-01T02:21:39,29.73031,-93.87084,0.0,239.0,511.0,VB-10;000,,WDF7972,90.0
367490050,2020-01-01T02:22:59,29.73031,-93.87085,0.0,242.7,511.0,VB-10;000,,WDF7972,90.0
367490050,2020-01-01T02:24:39,29.7303,-93.87077,0.0,242.4,511.0,VB-10;000,,WDF7972,90.0
367490050,2020-01-01T02:25:48,29.7303,-93.87077,0.0,241.7,511.0,VB-10;000,,WDF7972,90.0
367490050,2020-01-01T02:27:39,29.7303,-93.8708,0.0,245.1,511.0,VB-10;000,,WDF7972,90.0
367490050,2020-01-01T02:29:18,29.73031,-93.87082,0.0,247.6,511.0,VB-10;000,,WDF7972,90.0
367490050,2020-01-01T02:30:39,29.73031,-93.8708,0.0,253.0,511.0,VB-10;000,,WDF7972,90.0
367490050,2020-01-01T02:31:49,29.73027,-93.87081,0.0,253.5,511.0,VB-10;000,,WDF7972,90.0
367490050,2020-01-01T02:32:59,29.73026,-93.8708,0.0,250.8,511.0,VB-10;000,,WDF7972,90.0
367490050,2020-01-01T02:34:39,29.7303,-93.8708,0.0,257.4,511.0,VB-10;000,,WDF7972,90.0
367490050,2020-01-01T02:35:49,29.7303,-93.87081,0.0,262.0,511.0,VB-10;000,,WDF7972,90.0
367490050,2020-01-01T02:38:38,29.73031,-93.87082,0.0,264.5,511.0,VB-10;000,,WDF7972,90.0
367490050,2020-01-01T02:41:38,29.73032,-93.87081,0.0,274.9,511.0,VB-10;000,,WDF7972,90.0
367490050,2020-01-01T02:42:48,29.73033,-93.87082,0.0,271.5,511.0,VB-10;000,,WDF7972,90.0
367490050,2020-01-01T02:45:48,29.7303,-93.8708,0.0,277.1,511.0,VB-10;000,,WDF7972,90.0
367490050,2020-01-01T02:47:48,29.73032,-93.87081,0.0,279.9,511.0,VB-10;000,,WDF7972,90.0
367490050,2020-01-01T02:49:38,29.73031,-93.87081,0.0,280.5,511.0,VB-10;000,,WDF7972,90.0
367490050,2020-01-01T02:51:38,29.73032,-93.87079,0.0,281.9,511.0,VB-10;000,,WDF7972,90.0
367490050,2020-01-01T02:53:18,29.73033,-93.87081,0.0,284.0,511.0,VB-10;000,,WDF7972,90.0
367490050,2020-01-01T02:54:29,29.7303,-93.87082,0.0,283.7,511.0,VB-10;000,,WDF7972,90.0
367490050,2020-01-01T02:57:29,29.73029,-93.87079,0.0,288.8,511.0,VB-10;000,,WDF7972,90.0
367490050,2020-01-01T02:59:39,29.73025,-93.87078,0.0,288.7,511.0,VB-10;000,,WDF7972,90.0
367490050,2020-01-01T03:00:09,29.73031,-93.87079,0.0,288.2,511.0,VB-10;000,,WDF7972,90.0
367490050,2020-01-01T03:01:19,29.73029,-93.87083,0.0,284.3,511.0,VB-10;000,,WDF7972,90.0
367490050,2020-01-01T03:02:29,29.73028,-93.87086,0.0,281.8,511.0,VB-10;000,,WDF7972,90.0
367490050,2020-01-01T03:03:39,29.73034,-93.87084,0.0,284.7,511.0,VB-10;000,,WDF7972,90.0
367490050,2020-01-01T03:04:49,29.73033,-93.87084,0.0,280.9,511.0,VB-10;000,,WDF7972,90.0
367490050,2020-01-01T03:05:59,29.73034,-93.87084,0.0,281.9,511.0,VB-10;000,,WDF7972,90.0
367490050,2020-01-01T03:07:09,29.73038,-93.87085,0.0,286.1,511.0,VB-10;000,,WDF7972,90.0
367490050,2020-01-01T03:08:19,29.73033,-93.87086,0.0,283.8,511.0,VB-10;000,,WDF7972,90.0
367490050,2020-01-01T03:09:29,29.73035,-93.87082,0.0,285.1,511.0,VB-10;000,,WDF7972,90.0
367490050,2020-01-01T03:10:39,29.7303,-93.87084,0.0,288.7,511.0,VB-10;000,,WDF7972,90.0
367490050,2020-01-01T03:11:48,29.73036,-93.87088,0.0,291.5,511.0,VB-10;000,,WDF7972,90.0
367490050,2020-01-01T03:12:58,29.73038,-93.87083,0.0,287.4,511.0,VB-10;000,,WDF7972,90.0
367490050,2020-01-01T03:14:08,29.73031,-93.87082,0.0,283.8,511.0,VB-10;000,,WDF7972,90.0
367490050,2020-01-01T03:15:18,29.73035,-93.87083,0.0,286.7,511.0,VB-10;000,,WDF7972,90.0
367490050,2020-01-01T03:16:29,29.73029,-93.87086,0.0,284.2,511.0,VB-10;000,,WDF7972,90.0
367490050,2020-01-01T03:17:38,29.73032,-93.87079,0.0,284.5,511.0,VB-10;000,,WDF7972,90.0
367490050,2020-01-01T03:18:48,29.73037,-93.87085,0.0,280.6,511.0,VB-10;000,,WDF7972,90.0
367490050,2020-01-01T03:20:18,29.73024,-93.87084,0.0,285.0,511.0,VB-10;000,,WDF7972,90.0
367490050,2020-01-01T03:21:29,29.73026,-93.87084,0.0,285.3,511.0,VB-10;000,,WDF7972,90.0
367490050,2020-01-01T03:23:38,29.73029,-93.87086,0.0,288.9,511.0,VB-10;000,,WDF7972,90.0
367490050,2020-01-01T03:24:39,29.7303,-93.87082,0.0,287.6,511.0,VB-10;000,,WDF7972,90.0
367490050,2020-01-01T03:26:39,29.73024,-93.87086,0.0,283.5,511.0,VB-10;000,,WDF7972,90.0
367490050,2020-01-01T03:27:49,29.73031,-93.87087,0.0,280.2,511.0,VB-10;000,,WDF7972,90.0
367490050,2020-01-01T03:29:28,29.73031,-93.87084,0.0,278.5,511.0,VB-10;000,,WDF7972,90.0
367490050,2020-01-01T03:30:39,29.73037,-93.87084,0.0,278.8,511.0,VB-10;000,,WDF7972,90.0
367490050,2020-01-01T03:32:28,29.73021,-93.87099,0.0,285.1,511.0,VB-10;000,,WDF7972,90.0
367490050,2020-01-01T03:35:09,29.73034,-93.87086,0.0,291.3,511.0,VB-10;000,,WDF7972,90.0
367490050,2020-01-01T03:37:09,29.73006,-93.87115,0.0,297.5,511.0,VB-10;000,,WDF7972,90.0
367490050,2020-01-01T03:39:49,29.73035,-93.87094,0.0,310.3,511.0,VB-10;000,,WDF7972,90.0
367490050,2020-01-01T03:42:19,29.73029,-93.87097,0.0,317.4,511.0,VB-10;000,,WDF7972,90.0
367490050,2020-01-01T03:43:28,29.73038,-93.87089,0.0,321.7,511.0,VB-10;000,,WDF7972,90.0
367490050,2020-01-01T03:44:58,29.73032,-93.87092,0.0,322.0,511.0,VB-10;000,,WDF7972,90.0
367490050,2020-01-01T03:46:08,29.73029,-93.87094,0.0,323.7,511.0,VB-10;000,,WDF7972,90.0
367490050,2020-01-01T03:49:29,29.73032,-93.87089,0.0,328.6,511.0,VB-10;000,,WDF7972,90.0
367490050,2020-01-01T03:51:29,29.7303,-93.87085,0.0,323.6,511.0,VB-10;000,,WDF7972,90.0
367490050,2020-01-01T03:53:19,29.73032,-93.87089,0.0,325.5,511.0,VB-10;000,,WDF7972,90.0
367490050,2020-01-01T03:54:29,29.73029,-93.87087,0.0,324.8,511.0,VB-10;000,,WDF7972,90.0
367490050,2020-01-01T03:56:08,29.73035,-93.87088,0.0,325.7,511.0,VB-10;000,,WDF7972,90.0
367490050,2020-01-01T03:59:08,29.73042,-93.87088,0.0,318.9,511.0,VB-10;000,,WDF7972,90.0
367490050,2020-01-01T03:59:59,29.73034,-93.87082,0.0,319.6,511.0,VB-10;000,,WDF7972,90.0
367490050,2020-01-01T04:01:09,29.73035,-93.87086,0.0,317.6,511.0,VB-10;000,,WDF7972,90.0
367490050,2020-01-01T04:02:19,29.73031,-93.87082,0.0,317.6,511.0,VB-10;000,,WDF7972,90.0
367490050,2020-01-01T04:03:29,29.73033,-93.87087,0.0,316.9,511.0,VB-10;000,,WDF7972,90.0
367490050,2020-01-01T04:04:48,29.73038,-93.87087,0.0,323.1,511.0,VB-10;000,,WDF7972,90.0
367490050,2020-01-01T04:06:00,29.73028,-93.87081,0.0,327.2,511.0,VB-10;000,,WDF7972,90.0
367490050,2020-01-01T04:07:09,29.73031,-93.87083,0.0,322.4,511.0,VB-10;000,,WDF7972,90.0
367490050,2020-01-01T04:08:19,29.73039,-93.87086,0.0,322.6,511.0,VB-10;000,,WDF7972,90.0
367490050,2020-01-01T04:09:48,29.7304,-93.87088,0.0,320.1,511.0,VB-10;000,,WDF7972,90.0
367490050,2020-01-01T04:10:59,29.73033,-93.87085,0.0,313.4,511.0,VB-10;000,,WDF7972,90.0
367490050,2020-01-01T04:12:08,29.73035,-93.87084,0.0,308.6,511.0,VB-10;000,,WDF7972,90.0
367490050,2020-01-01T04:13:19,29.73028,-93.87082,0.0,302.7,511.0,VB-10;000,,WDF7972,90.0
367490050,2020-01-01T04:14:29,29.73034,-93.87081,0.0,291.2,511.0,VB-10;000,,WDF7972,90.0
367490050,2020-01-01T04:15:39,29.73034,-93.87082,0.0,294.6,511.0,VB-10;000,,WDF7972,90.0
367490050,2020-01-01T04:16:48,29.73031,-93.87083,0.0,296.1,511.0,VB-10;000,,WDF7972,90.0
367490050,2020-01-01T04:17:49,29.73031,-93.87079,0.0,292.1,511.0,VB-10;000,,WDF7972,90.0
367490050,2020-01-01T04:18:58,29.73033,-93.8708,0.0,279.4,511.0,VB-10;000,,WDF7972,90.0
367490050,2020-01-01T04:20:58,29.73029,-93.87078,0.0,282.3,511.0,VB-10;000,,WDF7972,90.0
367490050,2020-01-01T04:22:58,29.73033,-93.87082,0.0,284.9,511.0,VB-10;000,,WDF7972,90.0
367490050,2020-01-01T04:24:08,29.73033,-93.8708,0.0,280.2,511.0,VB-10;000,,WDF7972,90.0
367490050,2020-01-01T04:25:18,29.73028,-93.87075,0.0,272.2,511.0,VB-10;000,,WDF7972,90.0
367490050,2020-01-01T04:27:08,29.73025,-93.87071,0.0,260.8,511.0,VB-10;000,,WDF7972,90.0
367490050,2020-01-01T04:28:18,29.73025,-93.87076,0.0,262.6,511.0,VB-10;000,,WDF7972,90.0
367490050,2020-01-01T04:29:29,29.73027,-93.87079,0.0,258.3,511.0,VB-10;000,,WDF7972,90.0
367490050,2020-01-01T04:30:38,29.73029,-93.8708,0.0,255.1,511.0,VB-10;000,,WDF7972,90.0
367490050,2020-01-01T04:32:28,29.73027,-93.87073,0.0,252.6,511.0,VB-10;000,,WDF7972,90.0
367490050,2020-01-01T04:33:48,29.73022,-93.87075,0.0,247.3,511.0,VB-10;000,,WDF7972,90.0
367490050,2020-01-01T04:35:28,29.73029,-93.8708,0.0,253.5,511.0,VB-10;000,,WDF7972,90.0
367490050,2020-01-01T04:36:49,29.73035,-93.8709,0.0,249.3,511.0,VB-10;000,,WDF7972,90.0
367490050,2020-01-01T04:39:28,29.73023,-93.87079,0.0,245.1,511.0,VB-10;000,,WDF7972,90.0
367490050,2020-01-01T04:41:28,29.73029,-93.87077,0.0,248.4,511.0,VB-10;000,,WDF7972,90.0
367490050,2020-01-01T04:42:39,29.73036,-93.87083,0.0,258.4,511.0,VB-10;000,,WDF7972,90.0
367490050,2020-01-01T04:45:48,29.73023,-93.8708,0.0,250.0,511.0,VB-10;000,,WDF7972,90.0
367490050,2020-01-01T04:46:58,29.73032,-93.87083,0.0,257.8,511.0,VB-10;000,,WDF7972,90.0
367490050,2020-01-01T04:48:09,29.73033,-93.87083,0.0,260.5,511.0,VB-10;000,,WDF7972,90.0
367490050,2020-01-01T04:51:09,29.73025,-93.87075,0.0,269.4,511.0,VB-10;000,,WDF7972,90.0
367490050,2020-01-01T04:52:19,29.73032,-93.87077,0.0,277.5,511.0,VB-10;000,,WDF7972,90.0
367490050,2020-01-01T04:53:58,29.73031,-93.87084,0.0,282.3,511.0,VB-10;000,,WDF7972,90.0
367490050,2020-01-01T04:55:08,29.73032,-93.87083,0.0,284.5,511.0,VB-10;000,,WDF7972,90.0
367490050,2020-01-01T04:56:58,29.73031,-93.87073,0.0,286.5,511.0,VB-10;000,,WDF7972,90.0
367490050,2020-01-01T04:58:58,29.73028,-93.87081,0.0,279.0,511.0,VB-10;000,,WDF7972,90.0
367490050,2020-01-01T05:00:09,29.73035,-93.87084,0.0,282.9,511.0,VB-10;000,,WDF7972,90.0
367490050,2020-01-01T05:01:18,29.73017,-93.87066,0.0,280.1,511.0,VB-10;000,,WDF7972,90.0
367490050,2020-01-01T05:02:28,29.73031,-93.87084,0.0,276.6,511.0,VB-10;000,,WDF7972,90.0
367490050,2020-01-01T05:03:39,29.73032,-93.87081,0.0,275.4,511.0,VB-10;000,,WDF7972,90.0
367490050,2020-01-01T05:04:49,29.7302,-93.87074,0.0,279.1,511.0,VB-10;000,,WDF7972,90.0
367490050,2020-01-01T05:05:59,29.73032,-93.87077,0.0,278.9,511.0,VB-10;000,,WDF7972,90.0
367490050,2020-01-01T05:07:18,29.73012,-93.87071,0.0,271.6,511.0,VB-10;000,,WDF7972,90.0
367490050,2020-01-01T05:08:28,29.73047,-93.87081,0.0,268.2,511.0,VB-10;000,,WDF7972,90.0
367490050,2020-01-01T05:09:39,29.7301,-93.87069,0.0,260.8,511.0,VB-10;000,,WDF7972,90.0
367490050,2020-01-01T05:10:48,29.7302,-93.87076,0.0,260.4,511.0,VB-10;000,,WDF7972,90.0
367490050,2020-01-01T05:11:58,29.73043,-93.87079,0.0,263.8,511.0,VB-10;000,,WDF7972,90.0
367490050,2020-01-01T05:13:39,29.73016,-93.87078,0.0,261.5,511.0,VB-10;000,,WDF7972,90.0
367490050,2020-01-01T05:14:49,29.73025,-93.87075,0.0,257.1,511.0,VB-10;000,,WDF7972,90.0
367490050,2020-01-01T05:15:58,29.73028,-93.87078,0.0,257.4,511.0,VB-10;000,,WDF7972,90.0
367490050,2020-01-01T05:17:08,29.73031,-93.87082,0.0,250.6,511.0,VB-10;000,,WDF7972,90.0
367490050,2020-01-01T05:18:18,29.7302,-93.8708,0.0,254.5,511.0,VB-10;000,,WDF7972,90.0
367490050,2020-01-01T05:19:28,29.73021,-93.87078,0.0,248.3,511.0,VB-10;000,,WDF7972,90.0
367490050,2020-01-01T05:21:39,29.73011,-93.87075,0.0,259.2,511.0,VB-10;000,,WDF7972,90.0
367490050,2020-01-01T05:23:39,29.73023,-93.87087,0.0,254.5,511.0,VB-10;000,,WDF7972,90.0
367490050,2020-01-01T05:25:39,29.7303,-93.87086,0.0,280.4,511.0,VB-10;000,,WDF7972,90.0
367490050,2020-01-01T05:26:49,29.73036,-93.87094,0.0,290.5,511.0,VB-10;000,,WDF7972,90.0
367490050,2020-01-01T05:28:18,29.73031,-93.87089,0.0,297.6,511.0,VB-10;000,,WDF7972,90.0
367490050,2020-01-01T05:30:18,29.73015,-93.87078,0.0,283.3,511.0,VB-10;000,,WDF7972,90.0
367490050,2020-01-01T05:32:18,29.73007,-93.87098,0.0,278.5,511.0,VB-10;000,,WDF7972,90.0
367490050,2020-01-01T05:33:58,29.73026,-93.87083,0.0,273.8,511.0,VB-10;000,,WDF7972,90.0
367490050,2020-01-01T05:35:58,29.73022,-93.8708,0.0,275.9,511.0,VB-10;000,,WDF7972,90.0
367490050,2020-01-01T05:37:58,29.73019,-93.87086,0.0,270.5,511.0,VB-10;000,,WDF7972,90.0
367490050,2020-01-01T05:39:39,29.73022,-93.87084,0.0,275.6,511.0,VB-10;000,,WDF7972,90.0
367490050,2020-01-01T05:41:19,29.73026,-93.8708,0.0,274.8,511.0,VB-10;000,,WDF7972,90.0
367490050,2020-01-01T05:42:27,29.73028,-93.87085,0.0,274.1,511.0,VB-10;000,,WDF7972,90.0
367490050,2020-01-01T05:43:28,29.73021,-93.87086,0.0,273.2,511.0,VB-10;000,,WDF7972,90.0
367490050,2020-01-01T05:44:39,29.73028,-93.87085,0.0,279.2,511.0,VB-10;000,,WDF7972,90.0
367490050,2020-01-01T05:45:49,29.73028,-93.87084,0.0,277.7,511.0,VB-10;000,,WDF7972,90.0
367490050,2020-01-01T05:46:58,29.73025,-93.87082,0.0,280.9,511.0,VB-10;000,,WDF7972,90.0
367490050,2020-01-01T05:48:09,29.73028,-93.87078,0.0,276.5,511.0,VB-10;000,,WDF7972,90.0
367490050,2020-01-01T05:51:09,29.73016,-93.87082,0.0,281.0,511.0,VB-10;000,,WDF7972,90.0
367490050,2020-01-01T05:54:38,29.73024,-93.87075,0.0,284.1,511.0,VB-10;000,,WDF7972,90.0
367490050,2020-01-01T05:56:19,29.73026,-93.87076,0.0,281.8,511.0,VB-10;000,,WDF7972,90.0
367490050,2020-01-01T05:58:38,29.73031,-93.87081,0.0,282.8,511.0,VB-10;000,,WDF7972,90.0
