MMSI,BaseDateTime,LAT,LON,SOG,COG,Heading,VesselName,IMO,CallSign,VesselType
367151450,2020-01-01T00:00:09,29.36185,-94.77983,0.0,54.1,511.0,RAY STOKER; JR,IMO9158719,WDJ3395,60.0
367151450,2020-01-01T00:24:27,29.32944,-94.77534,9.7,145.1,511.0,RAY STOKER; JR,IMO9158719,WDJ3395,60.0
367151450,2020-01-01T00:26:27,29.32814,-94.77384,1.0,121.6,511.0,RAY STOKER; JR,IMO9158719,WDJ3395,60.0
367151450,2020-01-01T00:27:37,29.32798,-94.77361,0.4,136.4,511.0,RAY STOKER; JR,IMO9158719,WDJ3395,60.0
367151450,2020-01-01T00:29:37,29.328,-94.77358,0.0,233.9,511.0,RAY STOKER; JR,IMO9158719,WDJ3395,60.0
367151450,2020-01-01T00:30:48,29.32801,-94.77358,0.0,233.9,511.0,RAY STOKER; JR,IMO9158719,WDJ3395,60.0
367151450,2020-01-01T00:32:57,29.32802,-94.77365,0.0,233.9,511.0,RAY STOKER; JR,IMO9158719,WDJ3395,60.0
367151450,2020-01-01T00:34:08,29.32797,-94.7736,0.0,233.9,511.0,RAY STOKER; JR,IMO9158719,WDJ3395,60.0
367151450,2020-01-01T00:35:09,29.328,-94.77362,0.0,233.9,511.0,RAY STOKER; JR,IMO9158719,WDJ3395,60.0
367151450,2020-01-01T00:37:17,29.32798,-94.77358,0.0,233.9,511.0,RAY STOKER; JR,IMO9158719,WDJ3395,60.0
367151450,2020-01-01T00:39:18,29.32798,-94.7736,0.0,233.9,511.0,RAY STOKER; JR,IMO9158719,WDJ3395,60.0
367151450,2020-01-01T00:41:18,29.32796,-94.7736,0.0,233.9,511.0,RAY STOKER; JR,IMO9158719,WDJ3395,60.0
367151450,2020-01-01T00:43:18,29.328,-94.7736,0.0,233.9,511.0,RAY STOKER; JR,IMO9158719,WDJ3395,60.0
367151450,2020-01-01T00:46:17,29.32796,-94.77362,0.0,233.9,511.0,RAY STOKER; JR,IMO9158719,WDJ3395,60.0
367151450,2020-01-01T00:47:28,29.328,-94.7736,0.0,233.9,511.0,RAY STOKER; JR,IMO9158719,WDJ3395,60.0
367151450,2020-01-01T00:49:17,29.32797,-94.77358,0.0,233.9,511.0,RAY STOKER; JR,IMO9158719,WDJ3395,60.0
367151450,2020-01-01T00:50:28,29.32795,-94.7736,0.0,233.9,511.0,RAY STOKER; JR,IMO9158719,WDJ3395,60.0
367151450,2020-01-01T00:52:18,29.32794,-94.7736,0.0,233.9,511.0,RAY STOKER; JR,IMO9158719,WDJ3395,60.0
367151450,2020-01-01T00:53:28,29.328,-94.77362,0.0,233.9,511.0,RAY STOKER; JR,IMO9158719,WDJ3395,60.0
367151450,2020-01-01T00:54:57,29.32796,-94.7736,0.0,158.5,511.0,RAY STOKER; JR,IMO9158719,WDJ3395,60.0
367151450,2020-01-01T00:57:07,29.32977,-94.77596,9.6,326.9,511.0,RAY STOKER; JR,IMO9158719,WDJ3395,60.0
367151450,2020-01-01T00:58:08,29.33237,-94.77605,9.8,17.4,511.0,RAY STOKER; JR,IMO9158719,WDJ3395,60.0
367151450,2020-01-01T00:59:17,29.3356,-94.77514,10.5,12.3,511.0,RAY STOKER; JR,IMO9158719,WDJ3395,60.0
367151450,2020-01-01T01:00:08,29.338,-94.77473,10.5,359.7,511.0,RAY STOKER; JR,IMO9158719,WDJ3395,60.0
367151450,2020-01-01T01:01:17,29.34144,-94.77464,10.8,3.7,511.0,RAY STOKER; JR,IMO9158719,WDJ3395,60.0
367151450,2020-01-01T01:02:29,29.34517,-94.7755,12.0,340.3,511.0,RAY STOKER; JR,IMO9158719,WDJ3395,60.0
367151450,2020-01-01T01:03:39,29.3488,-94.77735,12.4,330.4,511.0,RAY STOKER; JR,IMO9158719,WDJ3395,60.0
367151450,2020-01-01T01:04:48,29.35216,-94.78003,12.8,324.9,511.0,RAY STOKER; JR,IMO9158719,WDJ3395,60.0
367151450,2020-01-01T01:05:59,29.35584,-94.78114,11.4,2.8,511.0,RAY STOKER; JR,IMO9158719,WDJ3395,60.0
367151450,2020-01-01T01:07:08,29.35922,-94.78056,10.9,5.2,511.0,RAY STOKER; JR,IMO9158719,WDJ3395,60.0
367151450,2020-01-01T01:08:28,29.36157,-94.78004,1.9,13.7,511.0,RAY STOKER; JR,IMO9158719,WDJ3395,60.0
367151450,2020-01-01T01:09:38,29.36185,-94.77983,0.6,36.7,511.0,RAY STOKER; JR,IMO9158719,WDJ3395,60.0
367151450,2020-01-01T01:10:49,29.36186,-94.7798,0.0,42.6,511.0,RAY STOKER; JR,IMO9158719,WDJ3395,60.0
367151450,2020-01-01T01:12:18,29.36191,-94.77976,0.0,42.6,511.0,RAY STOKER; JR,IMO9158719,WDJ3395,60.0
367151450,2020-01-01T01:14:07,29.36187,-94.77976,0.0,42.6,511.0,RAY STOKER; JR,IMO9158719,WDJ3395,60.0
367151450,2020-01-01T01:15:18,29.36187,-94.77984,0.0,42.6,511.0,RAY STOKER; JR,IMO9158719,WDJ3395,60.0
367151450,2020-01-01T01:16:19,29.36184,-94.77983,0.0,42.6,511.0,RAY STOKER; JR,IMO9158719,WDJ3395,60.0
367151450,2020-01-01T01:17:28,29.36183,-94.77981,0.0,42.6,511.0,RAY STOKER; JR,IMO9158719,WDJ3395,60.0
367151450,2020-01-01T01:18:37,29.36099,-94.78024,7.9,206.4,511.0,RAY STOKER; JR,IMO9158719,WDJ3395,60.0
367151450,2020-01-01T01:19:47,29.3582,-94.78144,10.3,200.8,511.0,RAY STOKER; JR,IMO9158719,WDJ3395,60.0
367151450,2020-01-01T01:21:27,29.3537,-94.78136,9.5,159.5,511.0,RAY STOKER; JR,IMO9158719,WDJ3395,60.0
367151450,2020-01-01T01:22:38,29.35087,-94.7796,9.5,150.3,511.0,RAY STOKER; JR,IMO9158719,WDJ3395,60.0
367151450,2020-01-01T01:24:27,29.34653,-94.77733,9.6,157.9,511.0,RAY STOKER; JR,IMO9158719,WDJ3395,60.0
367151450,2020-01-01T01:25:28,29.34391,-94.7761,10.2,156.8,511.0,RAY STOKER; JR,IMO9158719,WDJ3395,60.0
367151450,2020-01-01T01:27:17,29.33878,-94.77465,11.3,188.8,511.0,RAY STOKER; JR,IMO9158719,WDJ3395,60.0
367151450,2020-01-01T01:28:48,29.33362,-94.77571,12.4,188.1,511.0,RAY STOKER; JR,IMO9158719,WDJ3395,60.0
367151450,2020-01-01T01:29:58,29.32993,-94.77535,11.1,164.2,511.0,RAY STOKER; JR,IMO9158719,WDJ3395,60.0
367151450,2020-01-01T01:31:08,29.32807,-94.77428,3.3,145.7,511.0,RAY STOKER; JR,IMO9158719,WDJ3395,60.0
367151450,2020-01-01T01:32:48,29.3276,-94.77379,0.2,131.0,511.0,RAY STOKER; JR,IMO9158719,WDJ3395,60.0
367151450,2020-01-01T01:33:58,29.32758,-94.77375,0.0,133.9,511.0,RAY STOKER; JR,IMO9158719,WDJ3395,60.0
367151450,2020-01-01T01:36:08,29.32755,-94.77375,0.0,133.9,511.0,RAY STOKER; JR,IMO9158719,WDJ3395,60.0
367151450,2020-01-01T01:37:17,29.32759,-94.77379,0.0,133.9,511.0,RAY STOKER; JR,IMO9158719,WDJ3395,60.0
367151450,2020-01-01T01:40:08,29.32762,-94.77374,0.0,136.9,511.0,RAY STOKER; JR,IMO9158719,WDJ3395,60.0
367151450,2020-01-01T01:41:27,29.32805,-94.77432,6.4,309.9,511.0,RAY STOKER; JR,IMO9158719,WDJ3395,60.0
367151450,2020-01-01T01:43:18,29.33222,-94.77587,10.3,15.0,511.0,RAY STOKER; JR,IMO9158719,WDJ3395,60.0
367151450,2020-01-01T01:44:27,29.33544,-94.77477,10.4,17.7,511.0,RAY STOKER; JR,IMO9158719,WDJ3395,60.0
367151450,2020-01-01T01:46:18,29.34084,-94.77468,11.4,353.5,511.0,RAY STOKER; JR,IMO9158719,WDJ3395,60.0
367151450,2020-01-01T01:47:28,29.34457,-94.77544,12.0,346.4,511.0,RAY STOKER; JR,IMO9158719,WDJ3395,60.0
367151450,2020-01-01T01:48:38,29.34837,-94.77671,12.5,331.6,511.0,RAY STOKER; JR,IMO9158719,WDJ3395,60.0
367151450,2020-01-01T01:51:08,29.35594,-94.78153,12.3,336.8,511.0,RAY STOKER; JR,IMO9158719,WDJ3395,60.0
367151450,2020-01-01T01:52:09,29.35882,-94.78133,9.9,15.5,511.0,RAY STOKER; JR,IMO9158719,WDJ3395,60.0
367151450,2020-01-01T01:55:29,29.36184,-94.77982,0.3,34.5,511.0,RAY STOKER; JR,IMO9158719,WDJ3395,60.0
367151450,2020-01-01T01:56:38,29.36186,-94.77978,0.0,10.7,511.0,RAY STOKER; JR,IMO9158719,WDJ3395,60.0
367151450,2020-01-01T01:57:49,29.36188,-94.77978,0.0,89.3,511.0,RAY STOKER; JR,IMO9158719,WDJ3395,60.0
367151450,2020-01-01T01:58:58,29.36188,-94.77978,0.0,97.9,511.0,RAY STOKER; JR,IMO9158719,WDJ3395,60.0
367151450,2020-01-01T02:00:07,29.36191,-94.77977,0.0,122.5,511.0,RAY STOKER; JR,IMO9158719,WDJ3395,60.0
367151450,2020-01-01T02:01:18,29.36189,-94.77978,0.0,111.9,511.0,RAY STOKER; JR,IMO9158719,WDJ3395,60.0
367151450,2020-01-01T02:02:29,29.36177,-94.77983,2.1,213.8,511.0,RAY STOKER; JR,IMO9158719,WDJ3395,60.0
367151450,2020-01-01T02:03:38,29.36054,-94.78066,7.0,204.2,511.0,RAY STOKER; JR,IMO9158719,WDJ3395,60.0
367151450,2020-01-01T02:04:48,29.35791,-94.78191,9.6,188.0,511.0,RAY STOKER; JR,IMO9158719,WDJ3395,60.0
367151450,2020-01-01T02:05:58,29.35464,-94.78198,9.6,172.3,511.0,RAY STOKER; JR,IMO9158719,WDJ3395,60.0
367151450,2020-01-01T02:07:18,29.35121,-94.78081,9.8,157.0,511.0,RAY STOKER; JR,IMO9158719,WDJ3395,60.0
367151450,2020-01-01T02:08:29,29.34832,-94.77942,9.4,163.3,511.0,RAY STOKER; JR,IMO9158719,WDJ3395,60.0
367151450,2020-01-01T02:09:37,29.34547,-94.77838,9.6,164.5,511.0,RAY STOKER; JR,IMO9158719,WDJ3395,60.0
367151450,2020-01-01T02:10:48,29.34229,-94.77734,9.8,155.2,511.0,RAY STOKER; JR,IMO9158719,WDJ3395,60.0
367151450,2020-01-01T02:11:58,29.33955,-94.77549,9.5,154.1,511.0,RAY STOKER; JR,IMO9158719,WDJ3395,60.0
367151450,2020-01-01T02:13:07,29.33614,-94.77548,12.0,191.5,511.0,RAY STOKER; JR,IMO9158719,WDJ3395,60.0
367151450,2020-01-01T02:14:19,29.33215,-94.7764,12.2,188.9,511.0,RAY STOKER; JR,IMO9158719,WDJ3395,60.0
367151450,2020-01-01T02:15:28,29.32921,-94.77588,5.4,153.3,511.0,RAY STOKER; JR,IMO9158719,WDJ3395,60.0
367151450,2020-01-01T02:16:38,29.32795,-94.77477,4.2,136.3,511.0,RAY STOKER; JR,IMO9158719,WDJ3395,60.0
367151450,2020-01-01T02:17:49,29.32736,-94.77407,0.7,128.3,511.0,RAY STOKER; JR,IMO9158719,WDJ3395,60.0
367151450,2020-01-01T02:18:57,29.32727,-94.77399,0.2,150.8,511.0,RAY STOKER; JR,IMO9158719,WDJ3395,60.0
367151450,2020-01-01T02:20:08,29.32727,-94.77397,0.0,145.9,511.0,RAY STOKER; JR,IMO9158719,WDJ3395,60.0
367151450,2020-01-01T02:21:18,29.3273,-94.77397,0.0,145.9,511.0,RAY STOKER; JR,IMO9158719,WDJ3395,60.0
367151450,2020-01-01T02:22:38,29.32728,-94.77399,0.0,145.9,511.0,RAY STOKER; JR,IMO9158719,WDJ3395,60.0
367151450,2020-01-01T02:23:39,29.32728,-94.77399,0.0,145.9,511.0,RAY STOKER; JR,IMO9158719,WDJ3395,60.0
367151450,2020-01-01T02:25:18,29.32725,-94.77396,0.0,145.0,511.0,RAY STOKER; JR,IMO9158719,WDJ3395,60.0
367151450,2020-01-01T02:26:27,29.32725,-94.774,0.0,137.8,511.0,RAY STOKER; JR,IMO9158719,WDJ3395,60.0
367151450,2020-01-01T02:27:29,29.32727,-94.77398,0.0,137.8,511.0,RAY STOKER; JR,IMO9158719,WDJ3395,60.0
367151450,2020-01-01T02:28:39,29.32731,-94.77397,0.0,78.6,511.0,RAY STOKER; JR,IMO9158719,WDJ3395,60.0
367151450,2020-01-01T02:29:49,29.32731,-94.77396,0.0,339.7,511.0,RAY STOKER; JR,IMO9158719,WDJ3395,60.0
367151450,2020-01-01T02:30:57,29.3273,-94.774,0.0,344.2,511.0,RAY STOKER; JR,IMO9158719,WDJ3395,60.0
367151450,2020-01-01T02:32:09,29.32726,-94.774,0.0,313.3,511.0,RAY STOKER; JR,IMO9158719,WDJ3395,60.0
367151450,2020-01-01T02:33:19,29.32856,-94.77556,8.4,317.2,511.0,RAY STOKER; JR,IMO9158719,WDJ3395,60.0
367151450,2020-01-01T02:35:27,29.3337,-94.7758,9.9,24.4,511.0,RAY STOKER; JR,IMO9158719,WDJ3395,60.0
367151450,2020-01-01T02:38:17,29.34179,-94.77488,11.2,345.9,511.0,RAY STOKER; JR,IMO9158719,WDJ3395,60.0
367151450,2020-01-01T02:39:27,29.34541,-94.7764,12.1,337.6,511.0,RAY STOKER; JR,IMO9158719,WDJ3395,60.0
367151450,2020-01-01T02:41:47,29.35301,-94.77997,13.1,328.6,511.0,RAY STOKER; JR,IMO9158719,WDJ3395,60.0
367151450,2020-01-01T02:43:17,29.35792,-94.78153,10.6,17.4,511.0,RAY STOKER; JR,IMO9158719,WDJ3395,60.0
367151450,2020-01-01T02:44:47,29.36063,-94.78049,2.0,25.8,511.0,RAY STOKER; JR,IMO9158719,WDJ3395,60.0
367151450,2020-01-01T02:45:58,29.36154,-94.78005,1.6,27.5,511.0,RAY STOKER; JR,IMO9158719,WDJ3395,60.0
367151450,2020-01-01T02:48:38,29.36185,-94.7798,0.0,66.1,511.0,RAY STOKER; JR,IMO9158719,WDJ3395,60.0
367151450,2020-01-01T02:50:38,29.36187,-94.77981,0.0,69.1,511.0,RAY STOKER; JR,IMO9158719,WDJ3395,60.0
367151450,2020-01-01T02:52:38,29.36188,-94.77978,0.0,65.1,511.0,RAY STOKER; JR,IMO9158719,WDJ3395,60.0
367151450,2020-01-01T02:54:38,29.36191,-94.77977,0.0,65.1,511.0,RAY STOKER; JR,IMO9158719,WDJ3395,60.0
367151450,2020-01-01T02:55:48,29.36185,-94.77979,0.0,65.1,511.0,RAY STOKER; JR,IMO9158719,WDJ3395,60.0
367151450,2020-01-01T02:59:27,29.36186,-94.7798,0.0,65.1,511.0,RAY STOKER; JR,IMO9158719,WDJ3395,60.0
367151450,2020-01-01T03:00:09,29.36187,-94.77977,0.0,76.8,511.0,RAY STOKER; JR,IMO9158719,WDJ3395,60.0
367151450,2020-01-01T03:01:18,29.36185,-94.77976,0.0,134.3,511.0,RAY STOKER; JR,IMO9158719,WDJ3395,60.0
367151450,2020-01-01T03:02:27,29.36157,-94.77992,4.1,210.2,511.0,RAY STOKER; JR,IMO9158719,WDJ3395,60.0
367151450,2020-01-01T03:03:38,29.35927,-94.78129,9.3,205.7,511.0,RAY STOKER; JR,IMO9158719,WDJ3395,60.0
367151450,2020-01-01T03:04:47,29.35625,-94.78144,9.7,167.5,511.0,RAY STOKER; JR,IMO9158719,WDJ3395,60.0
367151450,2020-01-01T03:05:58,29.35319,-94.78025,10.0,158.0,511.0,RAY STOKER; JR,IMO9158719,WDJ3395,60.0
367151450,2020-01-01T03:07:18,29.34988,-94.77844,9.7,156.5,511.0,RAY STOKER; JR,IMO9158719,WDJ3395,60.0
367151450,2020-01-01T03:08:48,29.34602,-94.77698,9.9,162.2,511.0,RAY STOKER; JR,IMO9158719,WDJ3395,60.0
367151450,2020-01-01T03:09:58,29.34316,-94.77553,9.9,149.0,511.0,RAY STOKER; JR,IMO9158719,WDJ3395,60.0
367151450,2020-01-01T03:11:07,29.34033,-94.77382,10.1,159.9,511.0,RAY STOKER; JR,IMO9158719,WDJ3395,60.0
367151450,2020-01-01T03:12:17,29.33685,-94.77373,11.4,194.6,511.0,RAY STOKER; JR,IMO9158719,WDJ3395,60.0
367151450,2020-01-01T03:14:07,29.33135,-94.77526,10.9,188.3,511.0,RAY STOKER; JR,IMO9158719,WDJ3395,60.0
367151450,2020-01-01T03:15:09,29.32865,-94.7744,6.8,141.7,511.0,RAY STOKER; JR,IMO9158719,WDJ3395,60.0
367151450,2020-01-01T03:16:17,29.32804,-94.7737,1.4,134.8,511.0,RAY STOKER; JR,IMO9158719,WDJ3395,60.0
367151450,2020-01-01T03:18:18,29.32795,-94.77357,0.0,127.3,511.0,RAY STOKER; JR,IMO9158719,WDJ3395,60.0
367151450,2020-01-01T03:19:28,29.32798,-94.77357,0.0,127.3,511.0,RAY STOKER; JR,IMO9158719,WDJ3395,60.0
367151450,2020-01-01T03:21:08,29.32885,-94.77466,1.2,19.2,511.0,RAY STOKER; JR,IMO9158719,WDJ3395,60.0
367151450,2020-01-01T03:22:48,29.32877,-94.77355,1.4,97.1,511.0,RAY STOKER; JR,IMO9158719,WDJ3395,60.0
367151450,2020-01-01T03:25:08,29.32873,-94.77328,0.0,110.1,511.0,RAY STOKER; JR,IMO9158719,WDJ3395,60.0
367151450,2020-01-01T03:26:19,29.32877,-94.77332,0.0,110.1,511.0,RAY STOKER; JR,IMO9158719,WDJ3395,60.0
367151450,2020-01-01T03:28:07,29.32874,-94.77332,0.0,110.1,511.0,RAY STOKER; JR,IMO9158719,WDJ3395,60.0
367151450,2020-01-01T03:30:36,29.32877,-94.77331,0.0,110.1,511.0,RAY STOKER; JR,IMO9158719,WDJ3395,60.0
367151450,2020-01-01T03:33:39,29.32873,-94.77332,0.0,110.1,511.0,RAY STOKER; JR,IMO9158719,WDJ3395,60.0
367151450,2020-01-01T03:36:37,29.32875,-94.77333,0.0,110.1,511.0,RAY STOKER; JR,IMO9158719,WDJ3395,60.0
367151450,2020-01-01T03:39:39,29.32872,-94.77332,0.0,110.1,511.0,RAY STOKER; JR,IMO9158719,WDJ3395,60.0
367151450,2020-01-01T03:42:34,29.32872,-94.77333,0.0,110.1,511.0,RAY STOKER; JR,IMO9158719,WDJ3395,60.0
367151450,2020-01-01T03:45:34,29.32873,-94.7733,0.0,110.1,511.0,RAY STOKER; JR,IMO9158719,WDJ3395,60.0
367151450,2020-01-01T03:48:39,29.32874,-94.77328,0.0,110.1,511.0,RAY STOKER; JR,IMO9158719,WDJ3395,60.0
367151450,2020-01-01T03:51:38,29.32872,-94.7733,0.0,110.1,511.0,RAY STOKER; JR,IMO9158719,WDJ3395,60.0
367151450,2020-01-01T03:54:38,29.32873,-94.77331,0.0,111.8,511.0,RAY STOKER; JR,IMO9158719,WDJ3395,60.0
367151450,2020-01-01T03:57:38,29.3287,-94.77328,0.0,111.8,511.0,RAY STOKER; JR,IMO9158719,WDJ3395,60.0
367151450,2020-01-01T04:00:39,29.32873,-94.77328,0.0,111.8,511.0,RAY STOKER; JR,IMO9158719,WDJ3395,60.0
367151450,2020-01-01T04:03:38,29.32869,-94.77328,0.0,111.8,511.0,RAY STOKER; JR,IMO9158719,WDJ3395,60.0
367151450,2020-01-01T04:06:40,29.32871,-94.77331,0.0,111.8,511.0,RAY STOKER; JR,IMO9158719,WDJ3395,60.0
367151450,2020-01-01T04:09:38,29.32871,-94.77329,0.0,111.8,511.0,RAY STOKER; JR,IMO9158719,WDJ3395,60.0
367151450,2020-01-01T04:12:38,29.32871,-94.77331,0.0,111.8,511.0,RAY STOKER; JR,IMO9158719,WDJ3395,60.0
367151450,2020-01-01T04:15:34,29.32873,-94.77332,0.0,105.5,511.0,RAY STOKER; JR,IMO9158719,WDJ3395,60.0
367151450,2020-01-01T04:18:38,29.3287,-94.77333,0.0,103.9,511.0,RAY STOKER; JR,IMO9158719,WDJ3395,60.0
367151450,2020-01-01T04:21:37,29.32876,-94.77331,0.0,342.2,511.0,RAY STOKER; JR,IMO9158719,WDJ3395,60.0
367151450,2020-01-01T04:24:40,29.32874,-94.77334,0.0,316.4,511.0,RAY STOKER; JR,IMO9158719,WDJ3395,60.0
367151450,2020-01-01T04:27:38,29.32876,-94.77333,0.0,315.6,511.0,RAY STOKER; JR,IMO9158719,WDJ3395,60.0
367151450,2020-01-01T04:30:40,29.32881,-94.77334,0.0,309.1,511.0,RAY STOKER; JR,IMO9158719,WDJ3395,60.0
367151450,2020-01-01T04:33:37,29.32881,-94.77341,0.1,319.8,511.0,RAY STOKER; JR,IMO9158719,WDJ3395,60.0
367151450,2020-01-01T04:36:42,29.32883,-94.77333,0.0,324.9,511.0,RAY STOKER; JR,IMO9158719,WDJ3395,60.0
367151450,2020-01-01T04:39:38,29.32871,-94.77331,0.0,324.9,511.0,RAY STOKER; JR,IMO9158719,WDJ3395,60.0
367151450,2020-01-01T04:42:35,29.32876,-94.77333,0.0,324.9,511.0,RAY STOKER; JR,IMO9158719,WDJ3395,60.0
367151450,2020-01-01T04:45:35,29.32875,-94.77331,0.0,323.1,511.0,RAY STOKER; JR,IMO9158719,WDJ3395,60.0
367151450,2020-01-01T04:48:35,29.32872,-94.7733,0.0,323.1,511.0,RAY STOKER; JR,IMO9158719,WDJ3395,60.0
367151450,2020-01-01T04:51:35,29.32873,-94.77329,0.0,323.1,511.0,RAY STOKER; JR,IMO9158719,WDJ3395,60.0
367151450,2020-01-01T04:54:37,29.3287,-94.77329,0.0,323.1,511.0,RAY STOKER; JR,IMO9158719,WDJ3395,60.0
367151450,2020-01-01T04:57:35,29.32872,-94.77331,0.0,323.1,511.0,RAY STOKER; JR,IMO9158719,WDJ3395,60.0
367151450,2020-01-01T05:00:38,29.32872,-94.77334,0.0,323.1,511.0,RAY STOKER; JR,IMO9158719,WDJ3395,60.0
367151450,2020-01-01T05:03:38,29.32867,-94.77323,0.0,322.6,511.0,RAY STOKER; JR,IMO9158719,WDJ3395,60.0
367151450,2020-01-01T05:06:35,29.3287,-94.77326,0.0,303.5,511.0,RAY STOKER; JR,IMO9158719,WDJ3395,60.0
367151450,2020-01-01T05:09:36,29.32875,-94.77327,0.0,303.5,511.0,RAY STOKER; JR,IMO9158719,WDJ3395,60.0
367151450,2020-01-01T05:12:38,29.3287,-94.77328,0.0,308.0,511.0,RAY STOKER; JR,IMO9158719,WDJ3395,60.0
367151450,2020-01-01T05:15:38,29.32872,-94.7733,0.0,17.0,511.0,RAY STOKER; JR,IMO9158719,WDJ3395,60.0
367151450,2020-01-01T05:18:35,29.3287,-94.7733,0.0,16.8,511.0,RAY STOKER; JR,IMO9158719,WDJ3395,60.0
367151450,2020-01-01T05:21:34,29.32868,-94.77332,0.0,16.8,511.0,RAY STOKER; JR,IMO9158719,WDJ3395,60.0
367151450,2020-01-01T05:24:39,29.32868,-94.7733,0.0,16.8,511.0,RAY STOKER; JR,IMO9158719,WDJ3395,60.0
367151450,2020-01-01T05:27:38,29.32867,-94.77333,0.0,16.8,511.0,RAY STOKER; JR,IMO9158719,WDJ3395,60.0
367151450,2020-01-01T05:30:39,29.32872,-94.77335,0.0,16.8,511.0,RAY STOKER; JR,IMO9158719,WDJ3395,60.0
367151450,2020-01-01T05:33:38,29.32867,-94.77337,0.0,16.8,511.0,RAY STOKER; JR,IMO9158719,WDJ3395,60.0
367151450,2020-01-01T05:36:39,29.32873,-94.77329,0.0,16.8,511.0,RAY STOKER; JR,IMO9158719,WDJ3395,60.0
367151450,2020-01-01T05:39:39,29.32877,-94.77324,0.0,0.4,511.0,RAY STOKER; JR,IMO9158719,WDJ3395,60.0
367151450,2020-01-01T05:42:35,29.32885,-94.77324,0.0,332.1,511.0,RAY STOKER; JR,IMO9158719,WDJ3395,60.0
367151450,2020-01-01T05:45:37,29.32891,-94.7733,0.1,350.6,511.0,RAY STOKER; JR,IMO9158719,WDJ3395,60.0
367151450,2020-01-01T05:48:35,29.32892,-94.77333,0.0,341.1,511.0,RAY STOKER; JR,IMO9158719,WDJ3395,60.0
367151450,2020-01-01T05:51:40,29.3288,-94.77327,0.0,169.0,511.0,RAY STOKER; JR,IMO9158719,WDJ3395,60.0
367151450,2020-01-01T05:54:40,29.32875,-94.77331,0.0,184.7,511.0,RAY STOKER; JR,IMO9158719,WDJ3395,60.0
367151450,2020-01-01T05:57:42,29.32874,-94.77329,0.0,188.0,511.0,RAY STOKER; JR,IMO9158719,WDJ3395,60.0
367151450,2020-01-01T06:00:38,29.32873,-94.7733,0.0,189.4,511.0,RAY STOKER; JR,IMO9158719,WDJ3395,60.0
367151450,2020-01-01T06:03:36,29.32873,-94.77328,0.0,204.1,511.0,RAY STOKER; JR,IMO9158719,WDJ3395,60.0
367151450,2020-01-01T06:06:37,29.3287,-94.77329,0.0,209.8,511.0,RAY STOKER; JR,IMO9158719,WDJ3395,60.0
367151450,2020-01-01T06:09:40,29.32871,-94.77328,0.0,209.8,511.0,RAY STOKER; JR,IMO9158719,WDJ3395,60.0
